listing_id,id,date,reviewer_id,reviewer_name,comments
1917542,35827076,2015-06-22,19857246,Kelly,"My husband and I had a wonderful experience at the Sun House. It's in a great location. We were able to rent bikes for our few days there from a local bike rental place. I highly recommend renting bikes since it allowed us to check out most of Portland. 

The sun house was clean, quiet, and just what you need for a short vacation. We would defiantly stay there again. "
1917542,36517602,2015-06-29,7983779,Catie,"On our return trip to Portland, we had no doubts we would be staying at the Sun House Suite once again.  As expected, the suite was clean, well-prepared, and comfortable.  We were only there for sleeping and showers, and the latex mattress is pretty amazing!  There were plenty of towels for our stay, and we appreciated the nice touches of shampoos and soaps.  

We missed the opportunity to connect with Stuart on this trip, but hopefully next time we will be able to grab a cup of coffee with him!"
1917542,37634870,2015-07-09,11133586,Amy,"The Sun House was perfect for our trip to Portland! It is a wonderful space with plenty of room to accommodate two people, not to mention the location was fantastic! Stuart does a great job of keeping the space clean, and he was very helpful and responsive to our needs. Would definitely recommend staying here! Thanks Stuart!"
1917542,41247726,2015-08-05,11553030,Jillian,"Stuart's suite was great! It was clean and comfortable, and was in a nice neighborhood while still being convenient to what we wanted to do. The bathroom was especially nice! Full size with good water pressure. We did rent bikes, which was farther from the house than we had anticipated, but it was a nice walk and ride. The morning coffee was a lovely bonus. "
1917542,41618670,2015-08-08,35172126,Lindsay,"The Sun House was a wonderful place to stay during our trip to Portland! The space was homey - we loved the colours and owl decor! - and it was a good size for three people. Stuart was very friendly and accommodating, and the pamphlets and maps in the suite were really helpful for finding our way around the city. We would definitely stay there again!"
1917542,43306851,2015-08-18,40421485,Amy,"Everything about The Sun House was perfect.  Stuart was extremely helpful in providing detailed instructions that helped us settle in quickly.  The photos are a true representation of the home - it is extremely clean, bright, spacious and very comfortable.  We had a wonderful stay here and would certainly return if we are ever lucky enough to visit Portland again.  Thank you, Stuart!"
1917542,43520016,2015-08-20,38617430,Umaima,It was great staying at Stuart's. Everything was clean and very comfy. He was very accommodating and let us check in earlier than the proposed time since our flight was early. 
1917542,44139064,2015-08-24,36368806,Cathie,"Great place! Awesome location. We loved staying @ the SH. Stuart's got a great thing going here. 

Strong recommendations in the guidebook (which we used a bunch), good WiFi, ridiculously easily and well-conveyed checkin and checkout policies. Clean, and exceedingly accommodating. 

Look forward to staying again, and encouraging friends and fam to do so as well."
1917542,44438059,2015-08-26,38002232,Lauren,We had a great time at the Sun House! The room was so comfortable and Stuart was a welcoming and friendly host. It was a cozy place to come back to after long days of walking and exploring Northeast Portland.
1917542,44664155,2015-08-28,2480190,Manfred,"Stuart was an extremely easy, friendly and helpful host. His place was as new, well equipped and spotlessly clean. Overall, an extremely pleasant experience. Can only be recommended to anyone."
1917542,45308154,2015-09-01,575638,Mark,"Cute place in nice neighbourhood. Plenty of great restaurants within close walking distance. Checkin was a bit bumpy, as the lock box code had been changed without notifying us, but Stuart's girlfriend was home and quickly resolved the problem for us.  They were also helpful in recommending restaurants.  Would happily stay here again."
1917542,47423467,2015-09-18,5656675,Derek,"The place was spotless, charmingly decorated, and very centrally located. Lots of amazing shops and restaurants were within a couple blocks. Stuart is a pro at this, and everything you need is there. "
1917542,48322596,2015-09-25,21066515,Eric,"Stuart's place is in a great part of Portland. Easy walking access to a bunch of restaurants and bars and it was a quick drive into downtown. 

The unit was clean and warm and it was great having a private entrance. "
1917542,48880366,2015-09-29,31410953,Irving,"Stuart, was a great host with a wonderful accommodation. The Sun House was very clean, spacious for my girlfriend and I, and in the perfect friendly neighborhood. We were at easy reach of great Portland attractions, most within walking distances. Stuart took the time to provide great instructions on how to use mass transit from the airport to the door step of the Sun House.  Our arrival was smooth and struggle free.  We arrived to find a plate of fresh grapes as a welcoming gesture. Stuart even took the time in advance to ask what type of milk / creamer we preferred with our coffee and had it waiting for us in the fridge. A very helpful resource that Stuart provided was the abundant magazines and brochures of all the amazing places to visit in the Portland area. The highlight of this accommodation, however, was the extremely comfortable bed perfect for a good nights rest after a days worth of walking all over town! I highly recommend this accommodation and will hope to stay again on my next trip to Portland. "
1917542,49259677,2015-10-02,5885681,Cecelia,"Stuart was a terrific host. His descriptions and directions were super thorough making check-in a breeze. The Sun House was clean, cozy, and the location was perfect to explore Portland. I had a great time and would recommend the Sun House to everyone!"
1917542,49433330,2015-10-04,10642262,Laura,"Stuart's set-up, just as described, was perfect for our 3-day visit. It was easy to get to via public transportation and in a sweet little spot. 
He gave responsive and detailed information, and it couldn't have been any easier.  Great host!"
1917542,49856417,2015-10-06,26075622,Lauren,"Our stay was wonderful. Pictures and description very accurate, lots of space, comfortable bed, and lovely little touches around the place. Parking was easy and neighborhood was a great location for many places walking and driving distance. Would highly recommend!"
1917542,50838812,2015-10-15,10738429,ÂÂ§ß,"„„¶„≥„ø„¶„≥„„„Ëø„„ÈÈ„™‰ΩÂÆË°„ÆÁ„‰∏≠„´„„ÂÆ∂„ß„„

Â•„Â£„Ø„„„„´„„„ß„„„ÂÁ„Ê∑ª‰ª„„¶È„£„¶„„„„Æ„ß„„„´„„„„æ„

1È„‰ΩøÁ®„ß„„2È„ØÂÆ∂‰∏ª„Æ„π„„•„¢„º„„„„‰Ω„„ß„æ„

„„„„Ë¶™Ë∫´„´„™„£„¶Ë¶™Â„´„„¶„„„Êπ„ß„„"
1917542,51706343,2015-10-24,40434597,Angeline,"This was my first time using airbnb so I didn't have many expectations. In all honesty, I was a little apprehensive. The Sun House was a great first experience for me. It was located in a quiet neighborhood. The Sun House was clean and neat. It looked exactly like the pictures. No surprises here. Stuart was a great host. He was really helpful when we needed him, but also kept his distance to give us our privacy. He was kind enough to ask us what type of milk we preferred with our coffee/tea so that we would have some ready in our mini fridge for when we arrived. It didn't even feel like we were living in someone else's home. It felt like our own place which is what I loved about the entire experience. You won't regret staying at The Sun House. Every time I come to Portland now, I will be staying at The Sun House. That is how much I loved this place. "
1917542,52098542,2015-10-26,34948290,Rachel,Our stay was perfect. Stuart's pictures and description were very accurate.  There was lots of space and the bed was super comfortable.  Stuart even left lots of information/magazines on things to do around the area which we really appreciated. Parking was easy and the neighborhood was a great location for many places walking and driving distance around Portland.  
1917542,52728966,2015-11-01,27374622,Mariangela,"The Sun House is just as described in the post. The one thing that I enjoyed the most is how clean it felt. The place is also centrally located, just about a 10-15 minute drive to downtown and a little over an hour to Mt. Hood. Stuart responded to my inquiries in a very timely manner which reassured me that everything was in place for my stay. Also, a couple of very nice homey touches made the experience excellent (i.e. fresh coffee, tea,  along with creamer and a couple of apples/oranges). "
1917542,53332766,2015-11-08,13643125,Nina,"Stuart was the perfect host. He initiated contacted before our arrival and was readily available by text if we had any questions during our stay.  The Sun House Suite is beautifully appointed, comfortable has high quality mattress and pillows... and most importantly (to us) it was very, very clean.  We loved the quiet neighborhood and its proximity to great restaurants, Whole Foods and TriMet.  

We definitely want to book the Sun House on our next trip to Portland.  We can't recommend it highly enough!"
1917542,54119603,2015-11-16,19282140,Maria Francisca,"This is a great place to stay at Portland. It is centrally located (20 minutes from downtown by bus), and it is in a nice neighborhood. The apartment gives you a lot of Independence to come and go as you please without disturbing the owner. It is very nicely decorated and it is very well equipped. For me the best part was the extremely soft and cushy queen size bed, which will guarantee many nights of restful sleep for the visitor. I would totally recommend this place to my friends to stay at while visiting PDX."
1917542,54597069,2015-11-22,2860803,Ekaterina,"Stuart's place is comfortable, clean and in a great location. There is a bus stop just a block away, big market in an easy walking distance and plenty of food options. The apartment is thoughtfully set, nicely decorated and you'll find a lot of maps, books and other useful information on the book shelf. Stuart was easy to reach, responding to all communications fast and was very patient with me when I was chasing phantom emails."
1917542,56216097,2015-12-10,50331137,Robin,"This property was in a great, central location with ample parking on the residential street. Stuart's instructions were detailed, making it very easy to find.
The place was clean, quiet and worked well for my mother and me. We both snore, but I slept comfortably and uninterrupted on the pull out sofa in the front room, and we were separated by two doors.
Stuart was responsive and friendly.
We'd recommend this place to our friends and would stay here again.

"
1917542,56634238,2015-12-15,48825203,Will,"My flight was delayed about 2 hours, so Stuart left me detailed instructions on how to find the home and pick up the keys.  Everything was setup according to the description.  The place was heated prior to my arrival - it was cold that night.  He also left me a small container of half and half.  The unit is exactly as described.  It's a small unit big enough for 2...maybe 3 people.  The home is located behind some homes and it's very quiet.  The home is beneath Stuart's home.  Bed was very comfortable.  I liked the house slippers, since part of the floor was cold.  He ground some coffee.  Unfortunately, I didn't use it.  There was also tea provided.  The neighborhood is almost like mine - a lot of character.  I felt safe even though the driveway to the home was dark.  Parking is ok.  First night, I had to park about a block away.  After that, right off the driveway."
1917542,57413784,2015-12-25,31886133,Padrig,"Stuart was very flexible with our sign in time and very understanding when I made the mistake of not thoroughly reading our itinerary, causing us to be locked out for the night (sorry Stuart!). The place itself is wonderful, very clean, and every question you have is answered by little notecards he leaves around the apartment. The location is great as well. Mississippi is a cool spot with plenty of shops and food around and downtown is about a 5 minute drive away. If I end up coming back to Portland this is the first place I'll check for availability."
1917542,58620165,2016-01-03,50088084,Heather,"This was our first time using Aribnb.  We rented the place for our wedding and for my future in-laws .  Stuart was very communicative and polite.  I should have asked more about the place before booking it as I thought it was a private suite off another house, not the downstairs of a condo.  The place was very clean and nice, again though it was my fault that I rented the downstairs of someone's house as opposed to a grandmother suite.  I thought the room would be sharing a wall, not the entire ceiling/floor.  We were forewarned that there would be a NYE party that would go until just after midnight, it went until past 2AM and the smell of home cooked Chinese food was a little overwhelming.  Again though, I do blame myself for not better researching the place, it was a little last minute.  Stuart was very gracious when my in-laws left one of the two sets of keys at our apartment on the other side of town, we realized hours before leaving for our honeymoon (same day as they checked out), on the same day that Portland's ice-apocalypse hit.  I tried to make it to his house to turn in the key but had to redirect in order to make out flight (which we barely caught).  My mother drove from the mountain a few days later to collect and mail the key to Stuart.  All in all, great location and very communicative host.  Thank you for housing my in laws on their first trip to Portland.  "
1917542,59133111,2016-01-07,49426161,Hannah,Stuart and the Sun House were great. The location was great for our needs. Easy walking distance to the conference center and great coffee on the way! It was very easy to find and we particularly liked the bird themed furnishings! If you are looking for a great place to stay in Portland this is a good option!
1917542,59427624,2016-01-10,7248910,Fabio,"Stuart and his family were great hosts! We did not have many chances to interact with him because of our tight schedule in Portland, but he was around and available if needed. The suite is nicely decorated and on the ground floor of his house, but it is practically separated, offering quiet and privacy. We did not have any trouble in finding parking within a block and most Portland neighborhoods are within 10 minutes drive. I definitely recommend it! "
1917542,59661959,2016-01-13,51681507,Mark,Stuart is very nice and friendly. It was a clean and cozy house. The neighborhood was very quiet. There were two bus stations close by so it was very convenient to go to other places. We had a wonderful time there.
1917542,60478797,2016-01-24,24705412,Erin,Stuart was great! He made sure that we had everything we needed. First time I had a host email me prior and ask if I drink coffee or tea and what I took in both. He had everything there. He also knocked on the door to make sure that we were ok and comfortable. Would stay here again. 
1917542,61836384,2016-02-08,27533137,Steven,"The Air BnB met expectations as per description. Just over the bridge from downtown Portland which was convenient for my trip. Communication from host was very good prior, during and after stay. "
1917542,62226540,2016-02-12,44290933,David,"Great place for single travelers and couples! The sun house was very clean and comfortable. Entry access was easy and parking was easy as well.  Very Close to cool/great restaurants on willians, very walkable. Go to Lincoln Restaurant for dinner/drinks and breakfast/brunch-Tasty&Sons!  Fast uber ride to downtown! Go to Bailey's Taproom for tasty local beers!"
1917542,62376815,2016-02-14,47028252,Rose,"Stuart and the Sun House were really great! Everything was perfectly in order and clean. I appreciated the communication and detailed directions prior to the trip and while we stayed. The room is on the bottom of their house but we have complete privacy. Awesome location too, just over the bridge which was an easy uber to downton/pearl district. Great walking distance from some awesome restaurants in the area (hello Pine State Biscuits!). I'd definitely recommend this place and would stay there again. "
1917542,62775491,2016-02-16,11494417,Kimberly,"It was a great place to stay, very central and easy to get to. Stuart was helpful and friendly. The bed was on the softer side so was perfect. The place is the cleanest I've ever stayed. There is a bit of noise periodically from a heater, water heater, or plumbing. It would have bothered me trying to sleep but I couldn't hear it with ear plugs.  I'd definitely stay here again!"
1917542,63189268,2016-02-21,11699433,Alexis,"Stuart was very welcoming and I felt very comfortable in the Sun House! I loved the self check-in because we drove in late from Seattle on our first night; this allowed us the privacy and flexibility to check-in and check-out at our own time. Everything was organized and clean and it was the perfect amount of space for a weekend trip for 2 people. 

The neighborhood was quiet and family-friendly and we didn't have trouble finding street parking. We also met some friendly cats throughout our stay. I would recommend the Sun House to family and friends."
1917542,63601905,2016-02-24,59415085,Daryn,"The Sun House in Portland is a true gem.  Stuart has done a lot to make this suite as inviting and quaint as anything you could imagine.  This is a very clean and attractive place to stay that has really nice, quality amenities such as a very modern bathroom with beautiful fixtures to a bed that is comfortable to lay on!  The suite even has a booklet for suggestions of good places to visit as well as pamphlets that speak of the Portland area.  We really loved this place... It is cozy, clean, affordable, and inviting.  The location also gives you close access to cool places like the Mississippi Avenue shopping and restaurants.  We found the Mississippi Avenue area for attractions to be our favorite in Portland.  We would highly recommend the Sun House!!!   Stuart provides a beautiful place to stay!!!  You will not be disappointed.  It provides a high quality experience you will enjoy!!!"
1917542,63907038,2016-02-28,55539026,Gloria,The Sun House was very comfortable and clean.  It was exactly as advertised.  Stuart was a good host.  Although we did not meet him he did check up on us to see if we had any needs.  We would definitely stay there again.
1917542,64878266,2016-03-08,59325409,Emma,"The Sun House is a wonderful, welcoming place to stay. I was a first-time Airbnb user, and Stuart made me feel so comfortable with the rental process and in his space. As a woman traveling alone, my first priority was safety, and I felt 100% at ease with everything about (EMAIL HIDDEN)munication was clear, and checking in was a breeze, even with my late arrival time. The Sun House is cozy, immaculately clean, and very convenient to downtown Portland. And I could have slept on that big, plush bed forever! "
1917542,65103749,2016-03-10,15689364,Stephanie,"The space:
The Sun House was private, cozy, and well-equipped for a first-time (or anytime) stay in Portland. It was easy to find, warm and welcoming. We especially loved the little instructional cards that 
Stuart left around the house. It felt like a hotel! The living area was perfect for winding down. Having a refrigerator and microwave was perfect! Stuart even took time prior to find out if we take anything special for coffee and dropped off some almond milk for us. The Sun House had everything we needed: a comfy bed, a Roku for some late night TV, a nice bathroom with sufficient toiletries, and a large closet space equipped with hangers, a dresser, and some ground space to lay out suitcases. 

The location:
Getting around was so easy. We didn't ride public transportation, but there was always an Uber/Lyft, or Car2Go nearby. The drive to downtown was a short 10 minutes. The neighborhood is quaint, quiet, and cute‚great for photos! 

I will definitely stay at The Sun House again and recommend it to anyone making a trip to Portland. 
"
1917542,66717898,2016-03-24,1292620,Robin & Sim,"This was our second visit to Sun House, while visiting family in Portland. We appreciate the apartment's quiet off-street setting and convenient location. It's immaculately clean, modern, and furnished with high quality linens and amenities. Two thumbs up for Sun House!"
1917542,67556163,2016-03-30,4413334,Eddy,"Staying at the Sun House was a great experience. The place is very clean and has all the things we needed for a weekend stay. It really looks like the pictures. The location is great too, very close to shops and restaurants and a short drive to downtown. The noise from upstairs does carry into the suite but it stops well before bedtime so it was not disruptive.

Stuart was very fast to respond and pro-active with providing detailed directions to the location, check-in and check-out, and just generally making sure we had all the information we needed to make the experience easy and enjoyable. Thanks Stuart, you are definitely one of the best AirBnB hosts that I've stayed with!"
1917542,67939206,2016-04-01,19349094,Amanda,"The Sun House was a quaint and private suite that suited us perfectly! Stuart was there to greet us even though we got in later in the evening and was very helpful in providing information on local places to eat. The bed was very cozy and everything was provided for us (towels, extra pillows and sheets, tea, and plenty of guides). I would definitely recommend this place as the location is great for getting to the city as well as other districts. We hope to be able to stay here again the future and thanks for everything Stuart! :)"
1917542,68097183,2016-04-02,55802175,Natalie,"Stuart was very friendly and welcoming as he stopped by to check and make sure we had everything we needed. He provided us half and half for our coffee and a pack and play for the baby. The suite is beautiful, clean and modern. We loved the suite! Would definitely stay here again :) "
1917542,68748537,2016-04-06,52354152,Kayla,"We had a great time staying at the Sunhouse! Stuart is a great host and the space was just perfect. It was very homey and anything you could think you could need, Stuart had stocked there. I thought that having shampoo and conditioner, along with a first-aid kit were really nice things to provide for guests. The Sunhouse is also in the perfect location, allowing you to easily access all of the areas of Portland that you would like to explore. If we go back to Portland, we would definitely stay at the Sunhouse again! "
1917542,68916807,2016-04-07,3906593,Justin,"Stuart's private suite is an awesome place to stay! He was extremely welcoming the whole time and although I didn't have times that worked out to meet him personally, he was very friendly and available for any questions.  The suite itself was cleaned spotless and the bed was super comfortable.  This was one of the best Airbnbs that I have ever stayed in.  The location was really convenient as well. It was close to a lot of good food locations and the Nike Factory Store.  I loved every part of staying here and there was plenty of local recommendations in Stuart's guidebook. I 100% recommend this to other travelers!"
1917542,69250565,2016-04-10,49961847,Shyamal,"Great place if you are a tourist and don't spend a lot of time in the room. Also, coolest cat I've ever seen "
1917542,70098812,2016-04-16,53297916,Jessica,"This was our first Airbnb experience and Stuart made it great. The place was great and exactly as pictured. He made himself available throughout our stay, even when we had a very late check in! This was an awesome experience. Highly recommended it. "
1917542,70504276,2016-04-18,44608501,Kunal,"Thank you, Stuart, for making our stay in Portland so comfortable! 

Our experience at the quiet and conveniently-located Sun House was super great. I can totally see why Stuart has the ""Superhost"" badge -- we were so impressed with the impeccable neatness and cleanliness of the place, and the attention to detail. Self-checkin/checkout was smooth and easy too, with the instructions provided.

Highly recommended! We hope to be back whenever we visit Portland next."
1917542,70879519,2016-04-21,179944,TimAnthony,"There are simply not enough praises I can give Stuart & his perfectly lovely Sun Suite Studio!  Stuart was always quick & efficient in all communications.  And his place is just PERFECT.  It's the right size, tastefully decorated, and has all the amenities one would need (speedy wifi, smart HD TV with Netflix, Hulu, etc, a kitchen nook with everything u would need for preparing a simple meal...mini-fridge, microwave, cutlery & dishes, a SUPER comfy queen size bed, a pull out sofa, if u have more than 2 guests, a modern, clean & well stocked bathroom with thirsty, fluffy towels, a closet with a dresser, & there's even a few umbrellas in case it rains.  He has a plethora of guide books & info on things to do & see in Portland.  His place is so conveniently located to everything, & the neighborhood is clean, safe, & super friendly.  If you have travel plans that bring you to Portland, OR, then do yourself a HUGE favor and book a stay at Stuart's Sun House Studio Suite, you will be VERY glad you did!"
1917542,71382273,2016-04-25,4535351,Celia Gabel,"Stuart was very accommodating. We landed in PDX earlier than the check in time, but he allowed us to drop our bags off, explore, and come back for the check in time. We really appreciated that. Stuart made it possible for us to have our own space and privacy, which made us feel really comfortable in Portland. The neighborhood was quiet and friendly, even the neighborhood cats were engaging. Would highly recommend staying at The Sun House for an amazing Portland experience. The location is close enough to all the sights but far enough that you're not over stimulated with all there is to do.  "
1917542,71832152,2016-04-29,9217625,Hannah,"Our stay at The Sun House was wonderful. Th space is cozy and warm and fit the 3 of us perfectly. 
Stuart was very helpful and his recommendations were worth checking out:) "
1917542,72786260,2016-05-04,53621134,Tong,Stuart welcomed us even though we arrived to Portland late (10 p.m.).  The Sun House is very cute and clean.  We loved the comfortable bed and pillows!  This place has everything we needed during our stay.  It is less than 2 miles from downtown and is convenient to get on the highways(URL HIDDEN)
1917542,73478672,2016-05-08,32497563,Anna,"This air bnb was absolutely perfect. Lots of space, great location, nice and cool as its in a basement and the weather during our stay was very very warm! It's about a 20-30 minute walk into downtown but that was great for me as I love walking! "
1917542,74119067,2016-05-13,11601826,Chris,"Stuart provided an amazing suite that was extremely welcoming. I would definitely recommend it to anyone staying in the area. It had more amenities then we could even ask for and Stuart was extremely friendly, but allowed us to have all the privacy we needed. Fantastic time and stay."
1917542,74912624,2016-05-17,40309669,Kelsey,"This was my first AirB&B experience and it was absolutely fantastic!! Stuart gave very thorough directions and check in instructions, greeted us and gave us ideas on places to eat and drink. He was very responsive to our questions during our stay, and gave us the space we needed to enjoy our trip. "
1917542,75891820,2016-05-23,27601144,Joe,Stuart was very helpful and friendly.  He kept in touch leading up to our stay and even made a change to his plans to accommodate our departure date.  Great host and great place to stay.
1917542,76360046,2016-05-26,21785981,Cassandra,Beautiful private suite stocked with everything I needed for my two day trip. I briefly met Stuart while leaving the suite in the morning. Stuart was very responsive and accommodating. I highly recommend the sun house to other travelers!
1917542,77528874,2016-06-01,5960388,Liam,Would definitely stay again. Excellent location and apartment and Stuart is kind and accommodating.
1917542,81154001,2016-06-21,21270598,Lydia,"The Sun House is fantastic!!  In a great neighborhood with easy access to most parts of the city, but tucked away a little so it seems a lot more private than being right on the street.  Stuart has turned a pretty average basement into a very comfortable, usable space, equipped with all the amenities that you need for a short to medium length visit.  Bed is extremely comfortable, wifi is fast, overall a perfect perfect place to call home base in the city.  Thank you Stuart!!"
1917542,81477552,2016-06-23,12500895,Susan,"Stuart was very welcoming and a pleasure to work with.  His suite had everything we needed, including coffee, tea, very cozy bed, and a separate area and table for working.  The place was very clean and all instructions were clear and thorough.  We were able to walk to many restaurants and a grocery store from his suite;  and Stuart  even has a binder with directions to all of them."
1917542,82770550,2016-06-29,68544315,Ryan,"The Sun House was fantastic. This was my first experience with Airbnb. 

The Sun House is tucked away from the street, which kept noise down. The location in general is as close to perfect as I can imagine. I got around on my bike, and it took no more that 20 minutes to get downtown from the Sun House. The neighborhood itself is also a beautiful one. I really appreciated getting to see both the downtown areas with all the hubbub as well as the residential areas around it. There are so many great places to eat well within walking distance. 

The Sun House itself was a great home base for my explorations. Stuart has provided a lot of Portland guidebooks that helped me find places to visit. And after a day of walking and biking, it was nice to come back to a comfy bed and Netflix to relax. I especially appreciated the iron and ironing board, as many of my clothes were very wrinkled from being in my bags. 

Stuart is obviously a very experienced host, as I couldn't think of anything more he could have provided. I'm looking forward to my next stay."
1917542,82985374,2016-06-30,12710974,Britney,"We loved staying at the Sunhouse suite! It was very clean and felt hotel like, but ""homey!"" Stuart was responsive and offered suggestions on hiking. The neighborhood is really cool-- especially up on Williams, which is walking distance from the suite and has restaurants and bars! Public transportation is easy to get to from the suite to travel into the city. We really enjoyed our time in Portland and in Stuart's Sunhouse Suite. Thank you! "
10548243,60377108,2016-01-22,55613064,Jon,"I had to take a last-minute trip to Portland and was lucky enough to find this space. The White Spider team immediately responded to my message, which was a major stress reliever, and made themselves available for any questions I had. Chantel, the manager, was super sweet and sent clear check-in instructions and house rules, which was great since I was coming in so late. As for the space: the photos don‚t do it justice. It‚s a house that‚s set back from the VERY private dead-end street and surrounded by trees. I didn‚t cook, but the kitchen has everything you would need to make a home-cooked meal, and there was tea and coffee left for me for the morning. The bed was comfy with tons of pillows and there were three Pendleton blankets in the house! As said in the ad, there is no television here, but the WiFi was fast and I was able to watch a movie on my laptop with no issues. All in all this was a perfect experience, and I will definitely make sure to stay here again on return trips to Portland! "
10548243,62033314,2016-02-10,44611555,Filippo,"i felt super welcomed as the place was so convenient to get over a little sickness, the green foliage  on the outside helped me clear my lungs and the colors and coziness of the place itself let me heal. i was happy to be there as it was close to everything i wanted and needed, and the privacy was something i cherished. thank you again, it was super nice to be there, cannot wait to go back again."
10548243,62226928,2016-02-12,44611555,Filippo,"enjoyed the neighborhood and the amenities. super cozy and cannot wait to go back again, what a great experience. "
10548243,62604797,2016-02-15,30650554,Erin,"This was a beautiful, quiet, restful retreat at a time when we really needed it. How peaceful to lie in the super comfy bed while listening to the rain pound on the windows. The furniture and decor was clearly so thoughtfully chosen and if you like a full kitchen when you travel, you will love this place. Thanks for the great coffee and tea, too.
"
10548243,66222407,2016-03-20,60662546,Erica,"The house was filled with everything I would need to feel comfortable such as shampoo in the bathroom and all the utensils I needed to cook meals in the kitchen. It was a very warm and inviting space and I instantly felt like I was home. The owner of the property was very kind and very helpful. Any questions about my stay were answered right away. I would love to stay here again next time I am in Portland.

"
10548243,66733096,2016-03-24,1652957,Bill,Sanctuary was spot on... Quiet and cozy tucked into a charming location close to city center.  Very clean and comfortable.  Privacy was a plus.
10548243,67953777,2016-04-01,61582629,Joey,"Great space! The wife and I loved our stay in this awesome cozy spot just outside the craziness of the city.  Nice kitchen, comfy bed, great spot overall. Really quiet area. "
10548243,69804935,2016-04-13,9523820,Kat & Eliza,"Impressed with how fully equipped the kitchen is! The host was very responsive and the spot is really sweet, nestled in the woods. Woods Memorial Natural Area is nearby and great for hiking. If you are sensitive to low hums, this place may not be for you. "
10548243,74950489,2016-05-17,18352696,Lyn,"What a wonderful place to stay!  The place was exactly as described, nestled in the woods of Multnomah Village in Portland.  The space was cozy and warm with a very relaxing vibe.  The owner, Virgil, was wonderful.  He was available if we had issues and introduced himself when we arrived, but otherwise let us do our thing.  While the house is next to the owner's property, it's on a separate lot with a separate driveway so we didn't feel like we were in someone's backyard.  Instead it felt like a secret hideout in the woods.  We loved this spot and hope to return again someday!  "
10548243,77360843,2016-05-31,64026124,Torri,"This is a comfy cottage! We will be happy to return when we come to visit our daughter again! 
We love Portland! Location is tranquil. And easy to get to downtown. Love sitting outside on the patio too.
There were a couple hiccups when we arrived - the cottage had not been cleaned for us, which was addressed as soon as we called. Make sure you understand how the lock works. It is easy peasy, but instructions are really not that clear at first. 
Thank you for making our first Airbnb experience a great one! 
See you again soon Portland!"
10548243,79783276,2016-06-14,31937367,LuAnn,This studio style home was wonderful for my parents whom are both in their late 70's.  The only thing that would have made it better was the shower which was very accessible for mobility challenged people however the shower floor was too slippery for my mother to feel safe standing in. We had a lovely time celebrating my fathers birthday and my son's graduation from PSU. Thank you for being prompt in answering my texts Chantel :)
10548243,80917536,2016-06-20,77555993,Niels,"Great stay! Everything was as good as described. Easy access to the sites of Portland, but tucked away in the woods. Would definitely do it again."
10548243,81986894,2016-06-26,11918558,Rachel,The host was very responsive to any questions I had prior and during the trip. The location of the house was perfect for the must needed relaxing vacation I was hoping. The house itself was very clean and cozy. This Airbnb was definitely a major contributor to what made me want to visit Portland again. 
11101624,63308038,2016-02-21,19593563,Rylei,"Amanda is super nice. She gave me extra blankets and a space heater the night I got in because It was raining and a little extra cold that night. Her bathrooms are very clean and smell great also. 
"
11101624,63313298,2016-02-21,3949275,Dean,Amanda provided very clear instructions on check in and everything was exactly as described.  The bed was super comfortable and I slept really well.  One really great thing about being 'on the bus' is that you can come and go at odd hours without disturbing your host yet it's not as expensive as most rentals that provide that level of privacy (bathroom is not private).
11101624,64027190,2016-02-28,58919188,Viviana,"Staying at the Bohemian bus was definitely and interesting experience.  Amanda was really nice and approachable, she showed me how to access the house, kitchen, bathroom, etc.  The place is a bit far away from downtown Portland so that's something to consider.  The night I stayed happened to be very cold so if you get cold easily that's something else to think about!  A heater and many blankets were provided :).  Either way Amanda was a great host and the bus itself was lovely, overall a fun experience.  "
11101624,64748424,2016-03-07,55714975,Amit,Place was great as advertised and the host was super friendly. Nice spot to get away for the night 
11101624,65417177,2016-03-13,58648315,Jennifer,"This is an absolutely wonderful place to stay. Not only is Amanda incredibly friendly and accommodating, but the bus is very cool. And seriously, that bed is really comfy! I had plenty of extra blankets and a space heater for the cooler nights. Because it's not a part of the house, I felt I had so much privacy, which I really liked. But when I did need access to anything - bathroom, kitchen - it was only a few steps away and I always felt very welcomed. The house is great - bright, clean, and comfortable.

The MAX green line stop is less than a ten minute walk from the house, so getting downtown is easy with or without driving.

I had a blast! And I couldn't have asked for a better host or a more charming set up."
11101624,65482107,2016-03-14,23318582,Callie,"The bus was lovely. Very cozy and the blankets were so warm and soft! It was a great way to escape from the rain. Amanda was kind and I would definitely stay here again. 

Thanks for the hospitality "
11101624,66275012,2016-03-20,31481882,Brittany,"Rad! She is very sweet and accommodating and made the bathroom and shower accessible. The bed is really comfortable and warm, it does get cold at night being that it's Portland, but the space heaters do more than enough. It's a sweet little set up and I'd definitely stay there again. Two thumbs up!"
11101624,68213736,2016-04-03,64059274,Caleb,The bus was a great spot to spend time in Portland. It is close to a bus stop and the light rail. The bed was nice enough to keep warm. Amanda was a great and kind host.
11101624,68273196,2016-04-03,59968246,JodyLynn,"This was such a perfect setup for a brief visit to Portland - I had my dog with me and Amanda was so flexible and lovely and welcoming! The neighborhood is quiet and felt very safe, and the bus was very cute, cozy, and secure. 

I definitely plan on trying to stay here again when I come through Portland in the future! "
